Wavelength,L,M,S
390,4.15003E-04,3.68349E-04,9.54729E-03
390,4.23072E-04,3.75656E-04,9.72489E-03
390,4.31289E-04,3.83103E-04,9.90580E-03
390,4.39656E-04,3.90693E-04,1.00901E-02
390,4.48176E-04,3.98427E-04,1.02778E-02
390,4.56852E-04,4.06309E-04,1.04690E-02
391,4.65686E-04,4.14341E-04,1.06637E-02
391,4.74680E-04,4.22524E-04,1.08621E-02
391,4.83838E-04,4.30863E-04,1.10641E-02
391,4.93160E-04,4.39359E-04,1.12699E-02
391,5.02650E-04,4.48015E-04,1.14794E-02
391,5.12311E-04,4.56833E-04,1.16928E-02
391,5.22145E-04,4.65817E-04,1.19102E-02
391,5.32155E-04,4.74969E-04,1.21315E-02
391,5.42343E-04,4.84292E-04,1.23569E-02
392,5.52712E-04,4.93787E-04,1.25865E-02
392,5.63264E-04,5.03459E-04,1.28202E-02
392,5.74004E-04,5.13310E-04,1.30582E-02
392,5.84932E-04,5.23343E-04,1.33006E-02
392,5.96052E-04,5.33561E-04,1.35473E-02
392,6.07367E-04,5.43965E-04,1.37986E-02
392,6.18879E-04,5.54561E-04,1.40544E-02
392,6.30592E-04,5.65350E-04,1.43148E-02
392,6.42508E-04,5.76335E-04,1.45800E-02
392,6.54629E-04,5.87519E-04,1.48499E-02
392,6.66960E-04,5.98906E-04,1.51247E-02
393,6.79503E-04,6.10498E-04,1.54045E-02
393,6.92260E-04,6.22299E-04,1.56893E-02
393,7.05235E-04,6.34311E-04,1.59791E-02
393,7.18431E-04,6.46538E-04,1.62742E-02
393,7.31850E-04,6.58983E-04,1.65746E-02
393,7.45496E-04,6.71649E-04,1.68803E-02
393,7.59372E-04,6.84539E-04,1.71914E-02
393,7.73480E-04,6.97657E-04,1.75081E-02
393,7.87824E-04,7.11005E-04,1.78304E-02
394,8.02407E-04,7.24587E-04,1.81584E-02
394,8.17232E-04,7.38406E-04,1.84921E-02
394,8.32301E-04,7.52466E-04,1.88318E-02
394,8.47619E-04,7.66769E-04,1.91774E-02
394,8.63188E-04,7.81320E-04,1.95291E-02
394,8.79012E-04,7.96121E-04,1.98869E-02
394,8.95092E-04,8.11176E-04,2.02510E-02
394,9.11433E-04,8.26489E-04,2.06215E-02
394,9.28038E-04,8.42062E-04,2.09983E-02
394,9.44910E-04,8.57899E-04,2.13817E-02
394,9.62052E-04,8.74003E-04,2.17718E-02
395,9.79467E-04,8.90378E-04,2.21686E-02
395,9.97159E-04,9.07028E-04,2.25722E-02
395,1.01513E-03,9.23956E-04,2.29827E-02
395,1.03338E-03,9.41165E-04,2.34003E-02
395,1.05192E-03,9.58658E-04,2.38250E-02
395,1.07075E-03,9.76440E-04,2.42569E-02
395,1.08987E-03,9.94514E-04,2.46962E-02
395,1.10929E-03,1.01288E-03,2.51429E-02
395,1.12900E-03,1.03155E-03,2.55972E-02
396,1.14902E-03,1.05052E-03,2.60592E-02
396,1.16934E-03,1.06979E-03,2.65289E-02
396,1.18997E-03,1.08938E-03,2.70065E-02
396,1.21091E-03,1.10928E-03,2.74921E-02
396,1.23216E-03,1.12949E-03,2.79858E-02
396,1.25373E-03,1.15002E-03,2.84877E-02
396,1.27563E-03,1.17088E-03,2.89979E-02
396,1.29784E-03,1.19206E-03,2.95166E-02
396,1.32038E-03,1.21357E-03,3.00438E-02
396,1.34325E-03,1.23542E-03,3.05796E-02
396,1.36646E-03,1.25760E-03,3.11243E-02
397,1.38999E-03,1.28012E-03,3.16778E-02
397,1.41387E-03,1.30299E-03,3.22404E-02
397,1.43809E-03,1.32620E-03,3.28120E-02
397,1.46265E-03,1.34976E-03,3.33930E-02
397,1.48756E-03,1.37367E-03,3.39832E-02
397,1.51282E-03,1.39795E-03,3.45830E-02
397,1.53843E-03,1.42258E-03,3.51924E-02
397,1.56440E-03,1.44757E-03,3.58114E-02
397,1.59072E-03,1.47293E-03,3.64404E-02
398,1.61741E-03,1.49866E-03,3.70793E-02
398,1.64446E-03,1.52477E-03,3.77282E-02
398,1.67187E-03,1.55124E-03,3.83874E-02
398,1.69965E-03,1.57810E-03,3.90569E-02
398,1.72781E-03,1.60534E-03,3.97369E-02
398,1.75633E-03,1.63296E-03,4.04274E-02
398,1.78523E-03,1.66097E-03,4.11287E-02
398,1.81451E-03,1.68936E-03,4.18407E-02
398,1.84418E-03,1.71815E-03,4.25637E-02
398,1.87422E-03,1.74734E-03,4.32978E-02
398,1.90464E-03,1.77692E-03,4.40431E-02
399,1.93546E-03,1.80690E-03,4.47997E-02
399,1.96666E-03,1.83729E-03,4.55677E-02
399,1.99825E-03,1.86808E-03,4.63473E-02
399,2.03023E-03,1.89928E-03,4.71386E-02
399,2.06261E-03,1.93089E-03,4.79417E-02
399,2.09538E-03,1.96291E-03,4.87567E-02
399,2.12855E-03,1.99534E-03,4.95838E-02
399,2.16212E-03,2.02819E-03,5.04231E-02
399,2.19609E-03,2.06145E-03,5.12747E-02
400,2.23046E-03,2.09514E-03,5.21388E-02
400,2.26523E-03,2.12924E-03,5.30154E-02
400,2.30041E-03,2.16377E-03,5.39047E-02
400,2.33599E-03,2.19873E-03,5.48067E-02
400,2.37197E-03,2.23410E-03,5.57217E-02
400,2.40836E-03,2.26991E-03,5.66498E-02
400,2.44516E-03,2.30614E-03,5.75910E-02
400,2.48237E-03,2.34280E-03,5.85455E-02
400,2.51999E-03,2.37990E-03,5.95134E-02
400,2.55803E-03,2.41744E-03,6.04949E-02
400,2.59649E-03,2.45542E-03,6.14900E-02
401,2.63537E-03,2.49385E-03,6.24990E-02
401,2.67468E-03,2.53272E-03,6.35219E-02
401,2.71443E-03,2.57206E-03,6.45589E-02
401,2.75460E-03,2.61185E-03,6.56101E-02
401,2.79522E-03,2.65210E-03,6.66757E-02
401,2.83628E-03,2.69283E-03,6.77557E-02
401,2.87778E-03,2.73402E-03,6.88503E-02
401,2.91974E-03,2.77569E-03,6.99596E-02
401,2.96215E-03,2.81784E-03,7.10838E-02
402,3.00502E-03,2.86048E-03,7.22230E-02
402,3.04835E-03,2.90361E-03,7.33772E-02
402,3.09215E-03,2.94723E-03,7.45468E-02
402,3.13642E-03,2.99135E-03,7.57316E-02
402,3.18117E-03,3.03597E-03,7.69320E-02
402,3.22640E-03,3.08110E-03,7.81479E-02
402,3.27211E-03,3.12675E-03,7.93796E-02
402,3.31831E-03,3.17291E-03,8.06271E-02
402,3.36501E-03,3.21960E-03,8.18906E-02
402,3.41221E-03,3.26682E-03,8.31702E-02
402,3.45991E-03,3.31457E-03,8.44661E-02
403,3.50812E-03,3.36287E-03,8.57782E-02
403,3.55685E-03,3.41171E-03,8.71068E-02
403,3.60610E-03,3.46110E-03,8.84520E-02
403,3.65587E-03,3.51105E-03,8.98138E-02
403,3.70617E-03,3.56156E-03,9.11925E-02
403,3.75701E-03,3.61264E-03,9.25880E-02
403,3.80839E-03,3.66429E-03,9.40006E-02
403,3.86033E-03,3.71653E-03,9.54303E-02
403,3.91281E-03,3.76935E-03,9.68772E-02
404,3.96586E-03,3.82277E-03,9.83414E-02
404,4.01947E-03,3.87679E-03,9.98231E-02
404,4.07366E-03,3.93141E-03,1.01322E-01
404,4.12842E-03,3.98665E-03,1.02839E-01
404,4.18378E-03,4.04252E-03,1.04374E-01
404,4.23972E-03,4.09900E-03,1.05926E-01
404,4.29627E-03,4.15613E-03,1.07497E-01
404,4.35342E-03,4.21390E-03,1.09085E-01
404,4.41119E-03,4.27231E-03,1.10691E-01
404,4.46957E-03,4.33139E-03,1.12316E-01
404,4.52859E-03,4.39113E-03,1.13959E-01
405,4.58825E-03,4.45154E-03,1.15620E-01
405,4.64854E-03,4.51264E-03,1.17300E-01
405,4.70950E-03,4.57442E-03,1.18999E-01
405,4.77111E-03,4.63691E-03,1.20715E-01
405,4.83339E-03,4.70010E-03,1.22451E-01
405,4.89635E-03,4.76401E-03,1.24205E-01
405,4.95998E-03,4.82863E-03,1.25978E-01
405,5.02430E-03,4.89398E-03,1.27770E-01
405,5.08929E-03,4.96005E-03,1.29581E-01
406,5.15495E-03,5.02686E-03,1.31411E-01
406,5.22129E-03,5.09439E-03,1.33259E-01
406,5.28830E-03,5.16265E-03,1.35127E-01
406,5.35598E-03,5.23165E-03,1.37013E-01
406,5.42433E-03,5.30139E-03,1.38919E-01
406,5.49335E-03,5.37186E-03,1.40844E-01
406,5.56303E-03,5.44308E-03,1.42788E-01
406,5.63337E-03,5.51504E-03,1.44751E-01
406,5.70437E-03,5.58774E-03,1.46733E-01
406,5.77601E-03,5.66119E-03,1.48734E-01
406,5.84831E-03,5.73538E-03,1.50754E-01
407,5.92125E-03,5.81032E-03,1.52793E-01
407,5.99482E-03,5.88601E-03,1.54851E-01
407,6.06903E-03,5.96245E-03,1.56928E-01
407,6.14387E-03,6.03964E-03,1.59025E-01
407,6.21933E-03,6.11757E-03,1.61140E-01
407,6.29540E-03,6.19626E-03,1.63274E-01
407,6.37207E-03,6.27569E-03,1.65427E-01
407,6.44935E-03,6.35587E-03,1.67599E-01
407,6.52721E-03,6.43680E-03,1.69790E-01
408,6.60566E-03,6.51847E-03,1.71999E-01
408,6.68468E-03,6.60088E-03,1.74227E-01
408,6.76427E-03,6.68404E-03,1.76474E-01
408,6.84441E-03,6.76794E-03,1.78739E-01
408,6.92509E-03,6.85258E-03,1.81023E-01
408,7.00631E-03,6.93795E-03,1.83325E-01
408,7.08805E-03,7.02406E-03,1.85645E-01
408,7.17029E-03,7.11090E-03,1.87983E-01
408,7.25304E-03,7.19846E-03,1.90339E-01
408,7.33627E-03,7.28675E-03,1.92714E-01
408,7.41997E-03,7.37576E-03,1.95106E-01
409,7.50413E-03,7.46548E-03,1.97515E-01
409,7.58873E-03,7.55592E-03,1.99942E-01
409,7.67376E-03,7.64706E-03,2.02387E-01
409,7.75920E-03,7.73890E-03,2.04848E-01
409,7.84503E-03,7.83144E-03,2.07327E-01
409,7.93125E-03,7.92467E-03,2.09822E-01
409,8.01783E-03,8.01859E-03,2.12335E-01
409,8.10475E-03,8.11318E-03,2.14863E-01
409,8.19200E-03,8.20844E-03,2.17408E-01
410,8.27956E-03,8.30437E-03,2.19969E-01
410,8.36741E-03,8.40095E-03,2.22546E-01
410,8.45552E-03,8.49818E-03,2.25139E-01
410,8.54388E-03,8.59606E-03,2.27747E-01
410,8.63247E-03,8.69456E-03,2.30370E-01
410,8.72127E-03,8.79369E-03,2.33008E-01
410,8.81025E-03,8.89343E-03,2.35661E-01
410,8.89940E-03,8.99379E-03,2.38329E-01
410,8.98874E-03,9.09476E-03,2.41011E-01
410,9.07825E-03,9.19634E-03,2.43707E-01
410,9.16793E-03,9.29854E-03,2.46418E-01
411,9.25777E-03,9.40134E-03,2.49143E-01
411,9.34778E-03,9.50476E-03,2.51882E-01
411,9.43796E-03,9.60878E-03,2.54636E-01
411,9.52830E-03,9.71341E-03,2.57402E-01
411,9.61879E-03,9.81865E-03,2.60183E-01
411,9.70945E-03,9.92450E-03,2.62978E-01
411,9.80026E-03,1.00310E-02,2.65786E-01
411,9.89123E-03,1.01380E-02,2.68607E-01
411,9.98235E-03,1.02457E-02,2.71442E-01
412,1.00736E-02,1.03540E-02,2.74289E-01
412,1.01651E-02,1.04629E-02,2.77150E-01
412,1.02567E-02,1.05723E-02,2.80024E-01
412,1.03484E-02,1.06824E-02,2.82911E-01
412,1.04403E-02,1.07931E-02,2.85811E-01
412,1.05324E-02,1.09044E-02,2.88723E-01
412,1.06246E-02,1.10164E-02,2.91647E-01
412,1.07169E-02,1.11289E-02,2.94584E-01
412,1.08095E-02,1.12420E-02,2.97534E-01
412,1.09022E-02,1.13557E-02,3.00495E-01
412,1.09951E-02,1.14701E-02,3.03468E-01
413,1.10881E-02,1.15850E-02,3.06454E-01
413,1.11813E-02,1.17006E-02,3.09451E-01
413,1.12747E-02,1.18167E-02,3.12460E-01
413,1.13682E-02,1.19335E-02,3.15480E-01
413,1.14620E-02,1.20509E-02,3.18512E-01
413,1.15559E-02,1.21688E-02,3.21555E-01
413,1.16500E-02,1.22874E-02,3.24609E-01
413,1.17443E-02,1.24066E-02,3.27674E-01
413,1.18388E-02,1.25264E-02,3.30751E-01
414,1.19336E-02,1.26469E-02,3.33838E-01
414,1.20285E-02,1.27679E-02,3.36935E-01
414,1.21236E-02,1.28896E-02,3.40044E-01
414,1.22190E-02,1.30118E-02,3.43163E-01
414,1.23146E-02,1.31347E-02,3.46292E-01
414,1.24105E-02,1.32582E-02,3.49431E-01
414,1.25065E-02,1.33824E-02,3.52581E-01
414,1.26029E-02,1.35071E-02,3.55740E-01
414,1.26995E-02,1.36325E-02,3.58910E-01
414,1.27963E-02,1.37585E-02,3.62089E-01
414,1.28935E-02,1.38851E-02,3.65278E-01
415,1.29909E-02,1.40124E-02,3.68476E-01
415,1.30886E-02,1.41402E-02,3.71684E-01
415,1.31867E-02,1.42688E-02,3.74901E-01
415,1.32850E-02,1.43979E-02,3.78128E-01
415,1.33837E-02,1.45277E-02,3.81363E-01
415,1.34827E-02,1.46582E-02,3.84608E-01
415,1.35820E-02,1.47893E-02,3.87861E-01
415,1.36817E-02,1.49210E-02,3.91122E-01
415,1.37816E-02,1.50533E-02,3.94391E-01
416,1.38819E-02,1.51862E-02,3.97667E-01
416,1.39824E-02,1.53198E-02,4.00950E-01
416,1.40832E-02,1.54540E-02,4.04240E-01
416,1.41842E-02,1.55887E-02,4.07535E-01
416,1.42855E-02,1.57241E-02,4.10835E-01
416,1.43870E-02,1.58600E-02,4.14141E-01
416,1.44887E-02,1.59965E-02,4.17451E-01
416,1.45907E-02,1.61336E-02,4.20765E-01
416,1.46928E-02,1.62712E-02,4.24082E-01
416,1.47951E-02,1.64094E-02,4.27402E-01
416,1.48975E-02,1.65481E-02,4.30724E-01
417,1.50001E-02,1.66874E-02,4.34048E-01
417,1.51028E-02,1.68272E-02,4.37373E-01
417,1.52057E-02,1.69675E-02,4.40699E-01
417,1.53086E-02,1.71083E-02,4.44025E-01
417,1.54116E-02,1.72496E-02,4.47350E-01
417,1.55147E-02,1.73914E-02,4.50675E-01
417,1.56178E-02,1.75337E-02,4.53997E-01
417,1.57210E-02,1.76764E-02,4.57317E-01
417,1.58241E-02,1.78196E-02,4.60634E-01
418,1.59273E-02,1.79632E-02,4.63948E-01
418,1.60304E-02,1.81073E-02,4.67257E-01
418,1.61335E-02,1.82518E-02,4.70562E-01
418,1.62366E-02,1.83967E-02,4.73860E-01
418,1.63395E-02,1.85420E-02,4.77153E-01
418,1.64424E-02,1.86878E-02,4.80439E-01
418,1.65452E-02,1.88338E-02,4.83717E-01
418,1.66478E-02,1.89803E-02,4.86987E-01
418,1.67502E-02,1.91271E-02,4.90249E-01
418,1.68525E-02,1.92743E-02,4.93500E-01
418,1.69546E-02,1.94218E-02,4.96741E-01
419,1.70565E-02,1.95696E-02,4.99971E-01
419,1.71581E-02,1.97177E-02,5.03190E-01
419,1.72595E-02,1.98661E-02,5.06396E-01
419,1.73606E-02,2.00148E-02,5.09588E-01
419,1.74614E-02,2.01638E-02,5.12767E-01
419,1.75619E-02,2.03130E-02,5.15931E-01
419,1.76621E-02,2.04624E-02,5.19080E-01
419,1.77618E-02,2.06121E-02,5.22212E-01
419,1.78612E-02,2.07620E-02,5.25327E-01
420,1.79602E-02,2.09121E-02,5.28425E-01
420,1.80587E-02,2.10623E-02,5.31504E-01
420,1.81568E-02,2.12127E-02,5.34563E-01
420,1.82544E-02,2.13633E-02,5.37603E-01
420,1.83515E-02,2.15140E-02,5.40621E-01
420,1.84480E-02,2.16649E-02,5.43618E-01
420,1.85440E-02,2.18158E-02,5.46593E-01
420,1.86395E-02,2.19668E-02,5.49545E-01
420,1.87344E-02,2.21180E-02,5.52475E-01
420,1.88289E-02,2.22693E-02,5.55384E-01
420,1.89228E-02,2.24207E-02,5.58271E-01
421,1.90162E-02,2.25723E-02,5.61138E-01
421,1.91091E-02,2.27240E-02,5.63983E-01
421,1.92016E-02,2.28759E-02,5.66808E-01
421,1.92936E-02,2.30279E-02,5.69614E-01
421,1.93852E-02,2.31801E-02,5.72399E-01
421,1.94764E-02,2.33325E-02,5.75166E-01
421,1.95672E-02,2.34850E-02,5.77914E-01
421,1.96576E-02,2.36378E-02,5.80644E-01
421,1.97476E-02,2.37908E-02,5.83356E-01
422,1.98373E-02,2.39440E-02,5.86051E-01
422,1.99266E-02,2.40975E-02,5.88729E-01
422,2.00157E-02,2.42512E-02,5.91391E-01
422,2.01044E-02,2.44051E-02,5.94037E-01
422,2.01929E-02,2.45594E-02,5.96668E-01
422,2.02811E-02,2.47139E-02,5.99284E-01
422,2.03691E-02,2.48687E-02,6.01887E-01
422,2.04569E-02,2.50239E-02,6.04476E-01
422,2.05445E-02,2.51794E-02,6.07052E-01
422,2.06320E-02,2.53352E-02,6.09617E-01
422,2.07193E-02,2.54914E-02,6.12169E-01
423,2.08064E-02,2.56480E-02,6.14711E-01
423,2.08935E-02,2.58050E-02,6.17243E-01
423,2.09805E-02,2.59624E-02,6.19766E-01
423,2.10675E-02,2.61202E-02,6.22280E-01
423,2.11545E-02,2.62785E-02,6.24786E-01
423,2.12414E-02,2.64372E-02,6.27284E-01
423,2.13284E-02,2.65965E-02,6.29776E-01
423,2.14154E-02,2.67562E-02,6.32263E-01
423,2.15026E-02,2.69165E-02,6.34744E-01
424,2.15898E-02,2.70773E-02,6.37222E-01
424,2.16772E-02,2.72387E-02,6.39696E-01
424,2.17647E-02,2.74007E-02,6.42167E-01
424,2.18525E-02,2.75633E-02,6.44637E-01
424,2.19404E-02,2.77266E-02,6.47107E-01
424,2.20286E-02,2.78905E-02,6.49576E-01
424,2.21171E-02,2.80551E-02,6.52046E-01
424,2.22060E-02,2.82204E-02,6.54518E-01
424,2.22951E-02,2.83864E-02,6.56993E-01
424,2.23847E-02,2.85532E-02,6.59471E-01
424,2.24746E-02,2.87208E-02,6.61955E-01
425,2.25650E-02,2.88892E-02,6.64443E-01
425,2.26559E-02,2.90584E-02,6.66939E-01
425,2.27473E-02,2.92285E-02,6.69442E-01
425,2.28392E-02,2.93995E-02,6.71953E-01
425,2.29317E-02,2.95714E-02,6.74474E-01
425,2.30249E-02,2.97443E-02,6.77005E-01
425,2.31186E-02,2.99182E-02,6.79547E-01
425,2.32129E-02,3.00930E-02,6.82098E-01
425,2.33079E-02,3.02687E-02,6.84658E-01
426,2.34034E-02,3.04454E-02,6.87228E-01
426,2.34995E-02,3.06232E-02,6.89805E-01
426,2.35962E-02,3.08018E-02,6.92390E-01
426,2.36934E-02,3.09815E-02,6.94982E-01
426,2.37912E-02,3.11621E-02,6.97581E-01
426,2.38896E-02,3.13438E-02,7.00186E-01
426,2.39885E-02,3.15264E-02,7.02797E-01
426,2.40880E-02,3.17100E-02,7.05413E-01
426,2.41880E-02,3.18946E-02,7.08034E-01
426,2.42886E-02,3.20802E-02,7.10659E-01
426,2.43897E-02,3.22668E-02,7.13287E-01
427,2.44913E-02,3.24545E-02,7.15918E-01
427,2.45934E-02,3.26431E-02,7.18552E-01
427,2.46960E-02,3.28327E-02,7.21187E-01
427,2.47990E-02,3.30234E-02,7.23823E-01
427,2.49026E-02,3.32151E-02,7.26460E-01
427,2.50067E-02,3.34078E-02,7.29097E-01
427,2.51112E-02,3.36015E-02,7.31734E-01
427,2.52162E-02,3.37963E-02,7.34369E-01
427,2.53216E-02,3.39921E-02,7.37002E-01
428,2.54275E-02,3.41890E-02,7.39633E-01
428,2.55338E-02,3.43868E-02,7.42260E-01
428,2.56405E-02,3.45858E-02,7.44884E-01
428,2.57477E-02,3.47858E-02,7.47503E-01
428,2.58552E-02,3.49868E-02,7.50118E-01
428,2.59631E-02,3.51889E-02,7.52726E-01
428,2.60715E-02,3.53920E-02,7.55328E-01
428,2.61802E-02,3.55962E-02,7.57922E-01
428,2.62892E-02,3.58015E-02,7.60509E-01
428,2.63986E-02,3.60078E-02,7.63087E-01
428,2.65084E-02,3.62152E-02,7.65655E-01
429,2.66185E-02,3.64237E-02,7.68214E-01
429,2.67289E-02,3.66332E-02,7.70762E-01
429,2.68396E-02,3.68438E-02,7.73298E-01
429,2.69506E-02,3.70555E-02,7.75822E-01
429,2.70619E-02,3.72683E-02,7.78333E-01
429,2.71734E-02,3.74822E-02,7.80830E-01
429,2.72853E-02,3.76972E-02,7.83313E-01
429,2.73973E-02,3.79133E-02,7.85780E-01
429,2.75097E-02,3.81304E-02,7.88231E-01
430,2.76222E-02,3.83487E-02,7.90665E-01
430,2.77349E-02,3.85681E-02,7.93082E-01
430,2.78479E-02,3.87885E-02,7.95480E-01
430,2.79610E-02,3.90101E-02,7.97859E-01
430,2.80743E-02,3.92328E-02,8.00217E-01
430,2.81877E-02,3.94566E-02,8.02555E-01
430,2.83013E-02,3.96815E-02,8.04871E-01
430,2.84150E-02,3.99076E-02,8.07166E-01
430,2.85289E-02,4.01347E-02,8.09440E-01
430,2.86429E-02,4.03629E-02,8.11694E-01
430,2.87571E-02,4.05922E-02,8.13928E-01
431,2.88714E-02,4.08226E-02,8.16142E-01
431,2.89859E-02,4.10540E-02,8.18338E-01
431,2.91006E-02,4.12865E-02,8.20516E-01
431,2.92154E-02,4.15200E-02,8.22675E-01
431,2.93303E-02,4.17546E-02,8.24818E-01
431,2.94455E-02,4.19902E-02,8.26944E-01
431,2.95608E-02,4.22268E-02,8.29054E-01
431,2.96763E-02,4.24644E-02,8.31148E-01
431,2.97919E-02,4.27029E-02,8.33227E-01
432,2.99078E-02,4.29425E-02,8.35292E-01
432,3.00238E-02,4.31830E-02,8.37343E-01
432,3.01400E-02,4.34245E-02,8.39381E-01
432,3.02564E-02,4.36668E-02,8.41407E-01
432,3.03730E-02,4.39102E-02,8.43420E-01
432,3.04898E-02,4.41544E-02,8.45422E-01
432,3.06068E-02,4.43995E-02,8.47414E-01
432,3.07240E-02,4.46455E-02,8.49395E-01
432,3.08414E-02,4.48924E-02,8.51367E-01
432,3.09590E-02,4.51401E-02,8.53330E-01
432,3.10769E-02,4.53886E-02,8.55285E-01
433,3.11949E-02,4.56380E-02,8.57232E-01
433,3.13132E-02,4.58881E-02,8.59173E-01
433,3.14317E-02,4.61391E-02,8.61108E-01
433,3.15505E-02,4.63908E-02,8.63037E-01
433,3.16694E-02,4.66432E-02,8.64961E-01
433,3.17886E-02,4.68964E-02,8.66882E-01
433,3.19081E-02,4.71503E-02,8.68798E-01
433,3.20278E-02,4.74049E-02,8.70713E-01
433,3.21478E-02,4.76602E-02,8.72625E-01
434,3.22680E-02,4.79162E-02,8.74536E-01
434,3.23885E-02,4.81727E-02,8.76447E-01
434,3.25092E-02,4.84299E-02,8.78358E-01
434,3.26302E-02,4.86877E-02,8.80270E-01
434,3.27515E-02,4.89461E-02,8.82184E-01
434,3.28731E-02,4.92050E-02,8.84100E-01
434,3.29950E-02,4.94645E-02,8.86020E-01
434,3.31171E-02,4.97245E-02,8.87943E-01
434,3.32396E-02,4.99849E-02,8.89872E-01
434,3.33623E-02,5.02458E-02,8.91806E-01
434,3.34854E-02,5.05072E-02,8.93746E-01
435,3.36087E-02,5.07690E-02,8.95694E-01
435,3.37324E-02,5.10312E-02,8.97650E-01
435,3.38564E-02,5.12937E-02,8.99614E-01
435,3.39807E-02,5.15567E-02,9.01588E-01
435,3.41054E-02,5.18199E-02,9.03573E-01
435,3.42304E-02,5.20834E-02,9.05568E-01
435,3.43557E-02,5.23472E-02,9.07574E-01
435,3.44813E-02,5.26113E-02,9.09588E-01
435,3.46072E-02,5.28755E-02,9.11611E-01
436,3.47333E-02,5.31400E-02,9.13640E-01
436,3.48597E-02,5.34046E-02,9.15675E-01
436,3.49863E-02,5.36694E-02,9.17714E-01
436,3.51131E-02,5.39344E-02,9.19756E-01
436,3.52400E-02,5.41994E-02,9.21800E-01
436,3.53670E-02,5.44645E-02,9.23844E-01
436,3.54942E-02,5.47296E-02,9.25889E-01
436,3.56215E-02,5.49947E-02,9.27931E-01
436,3.57489E-02,5.52599E-02,9.29971E-01
436,3.58762E-02,5.55250E-02,9.32006E-01
436,3.60036E-02,5.57900E-02,9.34035E-01
437,3.61310E-02,5.60549E-02,9.36058E-01
437,3.62584E-02,5.63197E-02,9.38073E-01
437,3.63857E-02,5.65844E-02,9.40078E-01
437,3.65129E-02,5.68488E-02,9.42073E-01
437,3.66400E-02,5.71131E-02,9.44055E-01
437,3.67670E-02,5.73771E-02,9.46024E-01
437,3.68938E-02,5.76408E-02,9.47979E-01
437,3.70204E-02,5.79042E-02,9.49917E-01
437,3.71468E-02,5.81673E-02,9.51838E-01
438,3.72729E-02,5.84300E-02,9.53740E-01
438,3.73988E-02,5.86924E-02,9.55622E-01
438,3.75243E-02,5.89542E-02,9.57482E-01
438,3.76496E-02,5.92157E-02,9.59320E-01
438,3.77744E-02,5.94766E-02,9.61133E-01
438,3.78988E-02,5.97369E-02,9.62920E-01
438,3.80229E-02,5.99968E-02,9.64680E-01
438,3.81464E-02,6.02560E-02,9.66411E-01
438,3.82695E-02,6.05145E-02,9.68112E-01
438,3.83921E-02,6.07724E-02,9.69782E-01
438,3.85141E-02,6.10296E-02,9.71419E-01
439,3.86355E-02,6.12861E-02,9.73021E-01
439,3.87564E-02,6.15418E-02,9.74587E-01
439,3.88765E-02,6.17966E-02,9.76117E-01
439,3.89960E-02,6.20506E-02,9.77607E-01
439,3.91148E-02,6.23038E-02,9.79057E-01
439,3.92329E-02,6.25560E-02,9.80465E-01
439,3.93501E-02,6.28072E-02,9.81831E-01
439,3.94666E-02,6.30575E-02,9.83151E-01
439,3.95822E-02,6.33067E-02,9.84426E-01
440,3.96969E-02,6.35549E-02,9.85652E-01
440,3.98108E-02,6.38019E-02,9.86830E-01
440,3.99236E-02,6.40478E-02,9.87957E-01
440,4.00355E-02,6.42925E-02,9.89032E-01
440,4.01464E-02,6.45360E-02,9.90054E-01
440,4.02563E-02,6.47782E-02,9.91020E-01
440,4.03650E-02,6.50191E-02,9.91931E-01
440,4.04727E-02,6.52588E-02,9.92786E-01
440,4.05794E-02,6.54972E-02,9.93587E-01
440,4.06850E-02,6.57343E-02,9.94335E-01
440,4.07897E-02,6.59703E-02,9.95030E-01
441,4.08933E-02,6.62051E-02,9.95675E-01
441,4.09961E-02,6.64387E-02,9.96269E-01
441,4.10979E-02,6.66712E-02,9.96815E-01
441,4.11988E-02,6.69026E-02,9.97313E-01
441,4.12989E-02,6.71329E-02,9.97765E-01
441,4.13982E-02,6.73622E-02,9.98171E-01
441,4.14966E-02,6.75905E-02,9.98533E-01
441,4.15942E-02,6.78178E-02,9.98852E-01
441,4.16911E-02,6.80442E-02,9.99130E-01
442,4.17873E-02,6.82697E-02,9.99366E-01
442,4.18828E-02,6.84942E-02,9.99564E-01
442,4.19776E-02,6.87180E-02,9.99723E-01
442,4.20717E-02,6.89409E-02,9.99844E-01
442,4.21653E-02,6.91630E-02,9.99931E-01
442,4.22582E-02,6.93844E-02,9.99982E-01
442,4.23506E-02,6.96051E-02,1.00000E+00
442,4.24425E-02,6.98251E-02,9.99986E-01
442,4.25339E-02,7.00445E-02,9.99941E-01
442,4.26249E-02,7.02633E-02,9.99866E-01
442,4.27154E-02,7.04816E-02,9.99762E-01
443,4.28055E-02,7.06993E-02,9.99632E-01
443,4.28953E-02,7.09165E-02,9.99475E-01
443,4.29847E-02,7.11333E-02,9.99294E-01
443,4.30739E-02,7.13498E-02,9.99088E-01
443,4.31627E-02,7.15658E-02,9.98861E-01
443,4.32514E-02,7.17816E-02,9.98612E-01
443,4.33398E-02,7.19970E-02,9.98344E-01
443,4.34281E-02,7.22123E-02,9.98057E-01
443,4.35163E-02,7.24273E-02,9.97752E-01
444,4.36043E-02,7.26423E-02,9.97431E-01
444,4.36923E-02,7.28571E-02,9.97096E-01
444,4.37803E-02,7.30719E-02,9.96746E-01
