Wavelength,L,M,S
551,9.47159E-01,9.72015E-01,1.70940E-03
552,9.47688E-01,9.71661E-01,1.69281E-03
552,9.48219E-01,9.71306E-01,1.67637E-03
552,9.48753E-01,9.70951E-01,1.66009E-03
552,9.49289E-01,9.70596E-01,1.64397E-03
552,9.49827E-01,9.70239E-01,1.62800E-03
552,9.50367E-01,9.69881E-01,1.61218E-03
552,9.50907E-01,9.69521E-01,1.59652E-03
552,9.51448E-01,9.69159E-01,1.58100E-03
552,9.51990E-01,9.68794E-01,1.56564E-03
552,9.52533E-01,9.68426E-01,1.55042E-03
552,9.53075E-01,9.68054E-01,1.53535E-03
553,9.53617E-01,9.67679E-01,1.52042E-03
553,9.54158E-01,9.67300E-01,1.50564E-03
553,9.54698E-01,9.66916E-01,1.49100E-03
553,9.55237E-01,9.66527E-01,1.47650E-03
553,9.55775E-01,9.66133E-01,1.46215E-03
553,9.56311E-01,9.65734E-01,1.44793E-03
553,9.56845E-01,9.65328E-01,1.43385E-03
553,9.57376E-01,9.64916E-01,1.41991E-03
553,9.57904E-01,9.64498E-01,1.40610E-03
554,9.58430E-01,9.64072E-01,1.39243E-03
554,9.58952E-01,9.63638E-01,1.37889E-03
554,9.59470E-01,9.63197E-01,1.36549E-03
554,9.59984E-01,9.62748E-01,1.35221E-03
554,9.60494E-01,9.62290E-01,1.33907E-03
554,9.61000E-01,9.61823E-01,1.32606E-03
554,9.61501E-01,9.61347E-01,1.31317E-03
554,9.61996E-01,9.60861E-01,1.30041E-03
554,9.62486E-01,9.60365E-01,1.28778E-03
554,9.62970E-01,9.59859E-01,1.27527E-03
554,9.63447E-01,9.59342E-01,1.26288E-03
555,9.63919E-01,9.58814E-01,1.25062E-03
555,9.64383E-01,9.58274E-01,1.23848E-03
555,9.64841E-01,9.57723E-01,1.22646E-03
555,9.65291E-01,9.57159E-01,1.21455E-03
555,9.65733E-01,9.56583E-01,1.20277E-03
555,9.66167E-01,9.55994E-01,1.19111E-03
555,9.66594E-01,9.55393E-01,1.17956E-03
555,9.67013E-01,9.54779E-01,1.16812E-03
555,9.67424E-01,9.54154E-01,1.15680E-03
556,9.67828E-01,9.53516E-01,1.14559E-03
556,9.68225E-01,9.52868E-01,1.13449E-03
556,9.68615E-01,9.52208E-01,1.12350E-03
556,9.68998E-01,9.51538E-01,1.11262E-03
556,9.69374E-01,9.50857E-01,1.10185E-03
556,9.69744E-01,9.50167E-01,1.09118E-03
556,9.70108E-01,9.49466E-01,1.08062E-03
556,9.70466E-01,9.48756E-01,1.07017E-03
556,9.70818E-01,9.48037E-01,1.05981E-03
556,9.71164E-01,9.47309E-01,1.04956E-03
556,9.71505E-01,9.46573E-01,1.03941E-03
557,9.71840E-01,9.45828E-01,1.02936E-03
557,9.72171E-01,9.45075E-01,1.01941E-03
557,9.72496E-01,9.44315E-01,1.00955E-03
557,9.72817E-01,9.43548E-01,9.99797E-04
557,9.73133E-01,9.42773E-01,9.90135E-04
557,9.73445E-01,9.41992E-01,9.80568E-04
557,9.73753E-01,9.41204E-01,9.71094E-04
557,9.74056E-01,9.40411E-01,9.61714E-04
557,9.74356E-01,9.39611E-01,9.52425E-04
558,9.74652E-01,9.38806E-01,9.43226E-04
558,9.74945E-01,9.37996E-01,9.34118E-04
558,9.75235E-01,9.37181E-01,9.25098E-04
558,9.75521E-01,9.36361E-01,9.16167E-04
558,9.75805E-01,9.35537E-01,9.07322E-04
558,9.76086E-01,9.34709E-01,8.98564E-04
558,9.76365E-01,9.33877E-01,8.89891E-04
558,9.76641E-01,9.33042E-01,8.81302E-04
558,9.76915E-01,9.32203E-01,8.72796E-04
558,9.77188E-01,9.31362E-01,8.64374E-04
558,9.77458E-01,9.30518E-01,8.56032E-04
559,9.77727E-01,9.29672E-01,8.47772E-04
559,9.77995E-01,9.28824E-01,8.39592E-04
559,9.78262E-01,9.27975E-01,8.31491E-04
559,9.78528E-01,9.27124E-01,8.23469E-04
559,9.78793E-01,9.26271E-01,8.15524E-04
559,9.79057E-01,9.25418E-01,8.07656E-04
559,9.79321E-01,9.24565E-01,7.99864E-04
559,9.79585E-01,9.23711E-01,7.92148E-04
559,9.79849E-01,9.22857E-01,7.84505E-04
560,9.80113E-01,9.22004E-01,7.76937E-04
560,9.80378E-01,9.21151E-01,7.69441E-04
560,9.80643E-01,9.20298E-01,7.62018E-04
560,9.80909E-01,9.19447E-01,7.54666E-04
560,9.81176E-01,9.18598E-01,7.47385E-04
560,9.81445E-01,9.17750E-01,7.40174E-04
560,9.81714E-01,9.16904E-01,7.33032E-04
560,9.81985E-01,9.16059E-01,7.25959E-04
560,9.82257E-01,9.15217E-01,7.18954E-04
560,9.82530E-01,9.14375E-01,7.12017E-04
560,9.82805E-01,9.13534E-01,7.05146E-04
561,9.83080E-01,9.12695E-01,6.98341E-04
561,9.83355E-01,9.11855E-01,6.91602E-04
561,9.83632E-01,9.11017E-01,6.84928E-04
561,9.83909E-01,9.10178E-01,6.78318E-04
561,9.84186E-01,9.09339E-01,6.71772E-04
561,9.84464E-01,9.08500E-01,6.65290E-04
561,9.84743E-01,9.07660E-01,6.58869E-04
561,9.85021E-01,9.06819E-01,6.52511E-04
561,9.85299E-01,9.05978E-01,6.46215E-04
562,9.85578E-01,9.05135E-01,6.39979E-04
562,9.85856E-01,9.04291E-01,6.33803E-04
562,9.86134E-01,9.03445E-01,6.27688E-04
562,9.86412E-01,9.02597E-01,6.21631E-04
562,9.86689E-01,9.01747E-01,6.15633E-04
562,9.86965E-01,9.00895E-01,6.09693E-04
562,9.87241E-01,9.00040E-01,6.03811E-04
562,9.87517E-01,8.99182E-01,5.97986E-04
562,9.87791E-01,8.98322E-01,5.92217E-04
562,9.88064E-01,8.97458E-01,5.86504E-04
562,9.88337E-01,8.96591E-01,5.80846E-04
563,9.88608E-01,8.95720E-01,5.75244E-04
563,9.88877E-01,8.94846E-01,5.69696E-04
563,9.89146E-01,8.93967E-01,5.64201E-04
563,9.89413E-01,8.93085E-01,5.58760E-04
563,9.89678E-01,8.92197E-01,5.53372E-04
563,9.89942E-01,8.91305E-01,5.48037E-04
563,9.90203E-01,8.90409E-01,5.42753E-04
563,9.90463E-01,8.89507E-01,5.37520E-04
563,9.90721E-01,8.88600E-01,5.32339E-04
564,9.90977E-01,8.87687E-01,5.27208E-04
564,9.91230E-01,8.86769E-01,5.22127E-04
564,9.91482E-01,8.85844E-01,5.17095E-04
564,9.91730E-01,8.84914E-01,5.12113E-04
564,9.91977E-01,8.83978E-01,5.07178E-04
564,9.92220E-01,8.83035E-01,5.02292E-04
564,9.92461E-01,8.82085E-01,4.97454E-04
564,9.92699E-01,8.81128E-01,4.92663E-04
564,9.92934E-01,8.80165E-01,4.87919E-04
564,9.93165E-01,8.79194E-01,4.83220E-04
564,9.93394E-01,8.78215E-01,4.78568E-04
565,9.93619E-01,8.77229E-01,4.73961E-04
565,9.93841E-01,8.76235E-01,4.69399E-04
565,9.94060E-01,8.75234E-01,4.64882E-04
565,9.94275E-01,8.74223E-01,4.60409E-04
565,9.94486E-01,8.73205E-01,4.55979E-04
565,9.94693E-01,8.72178E-01,4.51593E-04
565,9.94897E-01,8.71142E-01,4.47250E-04
565,9.95096E-01,8.70098E-01,4.42949E-04
565,9.95292E-01,8.69046E-01,4.38690E-04
566,9.95484E-01,8.67986E-01,4.34473E-04
566,9.95672E-01,8.66917E-01,4.30297E-04
566,9.95856E-01,8.65841E-01,4.26162E-04
566,9.96037E-01,8.64757E-01,4.22067E-04
566,9.96213E-01,8.63665E-01,4.18012E-04
566,9.96386E-01,8.62565E-01,4.13997E-04
566,9.96554E-01,8.61458E-01,4.10021E-04
566,9.96719E-01,8.60344E-01,4.06084E-04
566,9.96880E-01,8.59222E-01,4.02185E-04
566,9.97037E-01,8.58093E-01,3.98324E-04
566,9.97190E-01,8.56957E-01,3.94502E-04
567,9.97339E-01,8.55813E-01,3.90716E-04
567,9.97484E-01,8.54663E-01,3.86967E-04
567,9.97625E-01,8.53507E-01,3.83255E-04
567,9.97762E-01,8.52343E-01,3.79580E-04
567,9.97895E-01,8.51173E-01,3.75940E-04
567,9.98024E-01,8.49996E-01,3.72335E-04
567,9.98149E-01,8.48813E-01,3.68766E-04
567,9.98270E-01,8.47624E-01,3.65232E-04
567,9.98387E-01,8.46429E-01,3.61732E-04
568,9.98500E-01,8.45227E-01,3.58267E-04
568,9.98609E-01,8.44020E-01,3.54835E-04
568,9.98714E-01,8.42806E-01,3.51436E-04
568,9.98815E-01,8.41587E-01,3.48071E-04
568,9.98911E-01,8.40362E-01,3.44739E-04
568,9.99004E-01,8.39132E-01,3.41439E-04
568,9.99093E-01,8.37896E-01,3.38172E-04
568,9.99177E-01,8.36655E-01,3.34936E-04
568,9.99258E-01,8.35409E-01,3.31732E-04
568,9.99334E-01,8.34157E-01,3.28559E-04
568,9.99406E-01,8.32900E-01,3.25417E-04
569,9.99475E-01,8.31639E-01,3.22305E-04
569,9.99539E-01,8.30372E-01,3.19224E-04
569,9.99599E-01,8.29101E-01,3.16173E-04
569,9.99654E-01,8.27825E-01,3.13152E-04
569,9.99706E-01,8.26545E-01,3.10160E-04
569,9.99754E-01,8.25260E-01,3.07198E-04
569,9.99797E-01,8.23970E-01,3.04264E-04
569,9.99836E-01,8.22677E-01,3.01359E-04
569,9.99871E-01,8.21379E-01,2.98482E-04
570,9.99902E-01,8.20077E-01,2.95633E-04
570,9.99929E-01,8.18771E-01,2.92812E-04
570,9.99951E-01,8.17461E-01,2.90018E-04
570,9.99969E-01,8.16148E-01,2.87252E-04
570,9.99983E-01,8.14830E-01,2.84513E-04
570,9.99993E-01,8.13509E-01,2.81800E-04
570,9.99999E-01,8.12185E-01,2.79114E-04
570,1.00000E+00,8.10857E-01,2.76453E-04
570,9.99997E-01,8.09525E-01,2.73819E-04
570,9.99989E-01,8.08189E-01,2.71211E-04
570,9.99976E-01,8.06849E-01,2.68627E-04
571,9.99959E-01,8.05504E-01,2.66069E-04
571,9.99936E-01,8.04156E-01,2.63536E-04
571,9.99908E-01,8.02803E-01,2.61028E-04
571,9.99875E-01,8.01445E-01,2.58544E-04
571,9.99837E-01,8.00082E-01,2.56084E-04
571,9.99793E-01,7.98715E-01,2.53648E-04
571,9.99743E-01,7.97342E-01,2.51236E-04
571,9.99688E-01,7.95965E-01,2.48847E-04
571,9.99626E-01,7.94582E-01,2.46481E-04
572,9.99558E-01,7.93194E-01,2.44139E-04
572,9.99484E-01,7.91800E-01,2.41819E-04
572,9.99404E-01,7.90400E-01,2.39522E-04
572,9.99317E-01,7.88995E-01,2.37247E-04
572,9.99224E-01,7.87584E-01,2.34995E-04
572,9.99123E-01,7.86166E-01,2.32764E-04
572,9.99016E-01,7.84743E-01,2.30555E-04
572,9.98902E-01,7.83313E-01,2.28367E-04
572,9.98781E-01,7.81877E-01,2.26201E-04
572,9.98652E-01,7.80434E-01,2.24056E-04
572,9.98516E-01,7.78985E-01,2.21932E-04
573,9.98372E-01,7.77529E-01,2.19828E-04
573,9.98221E-01,7.76066E-01,2.17745E-04
573,9.98061E-01,7.74596E-01,2.15682E-04
573,9.97894E-01,7.73119E-01,2.13639E-04
573,9.97719E-01,7.71635E-01,2.11616E-04
573,9.97535E-01,7.70144E-01,2.09612E-04
573,9.97343E-01,7.68645E-01,2.07628E-04
573,9.97143E-01,7.67139E-01,2.05664E-04
573,9.96934E-01,7.65625E-01,2.03718E-04
574,9.96716E-01,7.64103E-01,2.01792E-04
574,9.96489E-01,7.62574E-01,1.99884E-04
574,9.96253E-01,7.61036E-01,1.97994E-04
574,9.96008E-01,7.59491E-01,1.96123E-04
574,9.95754E-01,7.57938E-01,1.94270E-04
574,9.95491E-01,7.56376E-01,1.92436E-04
574,9.95217E-01,7.54806E-01,1.90618E-04
574,9.94935E-01,7.53228E-01,1.88819E-04
574,9.94642E-01,7.51641E-01,1.87037E-04
574,9.94340E-01,7.50046E-01,1.85272E-04
574,9.94027E-01,7.48442E-01,1.83525E-04
575,9.93705E-01,7.46830E-01,1.81794E-04
575,9.93372E-01,7.45209E-01,1.80081E-04
575,9.93028E-01,7.43578E-01,1.78384E-04
575,9.92674E-01,7.41939E-01,1.76703E-04
575,9.92310E-01,7.40291E-01,1.75039E-04
575,9.91935E-01,7.38634E-01,1.73390E-04
575,9.91549E-01,7.36968E-01,1.71758E-04
575,9.91154E-01,7.35294E-01,1.70142E-04
575,9.90749E-01,7.33611E-01,1.68541E-04
576,9.90335E-01,7.31921E-01,1.66956E-04
576,9.89913E-01,7.30224E-01,1.65386E-04
576,9.89482E-01,7.28520E-01,1.63831E-04
576,9.89044E-01,7.26809E-01,1.62292E-04
576,9.88598E-01,7.25092E-01,1.60767E-04
576,9.88146E-01,7.23369E-01,1.59257E-04
576,9.87687E-01,7.21640E-01,1.57762E-04
576,9.87223E-01,7.19907E-01,1.56281E-04
576,9.86753E-01,7.18168E-01,1.54815E-04
576,9.86277E-01,7.16425E-01,1.53363E-04
576,9.85798E-01,7.14678E-01,1.51924E-04
577,9.85314E-01,7.12926E-01,1.50500E-04
577,9.84826E-01,7.11172E-01,1.49090E-04
577,9.84335E-01,7.09414E-01,1.47693E-04
577,9.83841E-01,7.07653E-01,1.46310E-04
577,9.83345E-01,7.05890E-01,1.44940E-04
577,9.82847E-01,7.04124E-01,1.43583E-04
577,9.82347E-01,7.02357E-01,1.42239E-04
577,9.81846E-01,7.00588E-01,1.40909E-04
577,9.81344E-01,6.98817E-01,1.39591E-04
578,9.80842E-01,6.97046E-01,1.38286E-04
578,9.80340E-01,6.95274E-01,1.36994E-04
578,9.79839E-01,6.93501E-01,1.35714E-04
578,9.79338E-01,6.91729E-01,1.34446E-04
578,9.78839E-01,6.89956E-01,1.33191E-04
578,9.78342E-01,6.88184E-01,1.31948E-04
578,9.77847E-01,6.86413E-01,1.30717E-04
578,9.77355E-01,6.84643E-01,1.29497E-04
578,9.76866E-01,6.82874E-01,1.28290E-04
578,9.76381E-01,6.81107E-01,1.27094E-04
578,9.75899E-01,6.79342E-01,1.25910E-04
579,9.75422E-01,6.77579E-01,1.24737E-04
579,9.74949E-01,6.75818E-01,1.23575E-04
579,9.74482E-01,6.74061E-01,1.22425E-04
579,9.74020E-01,6.72306E-01,1.21285E-04
579,9.73564E-01,6.70554E-01,1.20157E-04
579,9.73115E-01,6.68806E-01,1.19039E-04
579,9.72672E-01,6.67062E-01,1.17933E-04
579,9.72237E-01,6.65322E-01,1.16837E-04
579,9.71810E-01,6.63586E-01,1.15751E-04
580,9.71390E-01,6.61854E-01,1.14676E-04
580,9.70980E-01,6.60128E-01,1.13611E-04
580,9.70578E-01,6.58406E-01,1.12557E-04
580,9.70185E-01,6.56690E-01,1.11513E-04
580,9.69802E-01,6.54979E-01,1.10478E-04
580,9.69429E-01,6.53274E-01,1.09454E-04
580,9.69067E-01,6.51574E-01,1.08439E-04
580,9.68715E-01,6.49881E-01,1.07435E-04
580,9.68372E-01,6.48193E-01,1.06440E-04
580,9.68039E-01,6.46511E-01,1.05454E-04
580,9.67714E-01,6.44834E-01,1.04478E-04
581,9.67399E-01,6.43162E-01,1.03511E-04
581,9.67091E-01,6.41496E-01,1.02554E-04
581,9.66790E-01,6.39834E-01,1.01606E-04
581,9.66497E-01,6.38177E-01,1.00667E-04
581,9.66211E-01,6.36524E-01,9.97367E-05
581,9.65931E-01,6.34876E-01,9.88155E-05
581,9.65657E-01,6.33232E-01,9.79032E-05
581,9.65389E-01,6.31592E-01,9.69996E-05
581,9.65125E-01,6.29957E-01,9.61047E-05
582,9.64867E-01,6.28325E-01,9.52184E-05
582,9.64612E-01,6.26696E-01,9.43406E-05
582,9.64362E-01,6.25072E-01,9.34711E-05
582,9.64115E-01,6.23450E-01,9.26100E-05
582,9.63871E-01,6.21832E-01,9.17572E-05
582,9.63630E-01,6.20217E-01,9.09125E-05
582,9.63391E-01,6.18605E-01,9.00759E-05
582,9.63154E-01,6.16996E-01,8.92473E-05
582,9.62918E-01,6.15390E-01,8.84267E-05
582,9.62683E-01,6.13786E-01,8.76139E-05
582,9.62449E-01,6.12185E-01,8.68088E-05
583,9.62215E-01,6.10586E-01,8.60115E-05
583,9.61981E-01,6.08989E-01,8.52218E-05
583,9.61746E-01,6.07394E-01,8.44396E-05
583,9.61510E-01,6.05801E-01,8.36649E-05
583,9.61273E-01,6.04211E-01,8.28976E-05
583,9.61034E-01,6.02621E-01,8.21376E-05
583,9.60792E-01,6.01034E-01,8.13849E-05
583,9.60548E-01,5.99447E-01,8.06394E-05
583,9.60301E-01,5.97863E-01,7.99009E-05
584,9.60051E-01,5.96279E-01,7.91696E-05
584,9.59796E-01,5.94697E-01,7.84452E-05
584,9.59537E-01,5.93115E-01,7.77277E-05
584,9.59274E-01,5.91534E-01,7.70170E-05
584,9.59006E-01,5.89955E-01,7.63132E-05
584,9.58732E-01,5.88375E-01,7.56160E-05
584,9.58452E-01,5.86797E-01,7.49255E-05
584,9.58165E-01,5.85219E-01,7.42415E-05
584,9.57873E-01,5.83641E-01,7.35641E-05
584,9.57573E-01,5.82063E-01,7.28931E-05
584,9.57265E-01,5.80486E-01,7.22285E-05
585,9.56950E-01,5.78908E-01,7.15702E-05
585,9.56626E-01,5.77331E-01,7.09182E-05
585,9.56294E-01,5.75753E-01,7.02723E-05
585,9.55953E-01,5.74175E-01,6.96327E-05
585,9.55602E-01,5.72597E-01,6.89991E-05
585,9.55241E-01,5.71018E-01,6.83715E-05
585,9.54871E-01,5.69439E-01,6.77499E-05
585,9.54491E-01,5.67859E-01,6.71341E-05
585,9.54101E-01,5.66279E-01,6.65243E-05
586,9.53702E-01,5.64698E-01,6.59202E-05
586,9.53294E-01,5.63116E-01,6.53218E-05
586,9.52876E-01,5.61534E-01,6.47291E-05
586,9.52449E-01,5.59951E-01,6.41421E-05
586,9.52013E-01,5.58367E-01,6.35606E-05
586,9.51569E-01,5.56783E-01,6.29846E-05
586,9.51115E-01,5.55198E-01,6.24141E-05
586,9.50653E-01,5.53612E-01,6.18490E-05
586,9.50182E-01,5.52026E-01,6.12892E-05
586,9.49703E-01,5.50438E-01,6.07347E-05
586,9.49215E-01,5.48850E-01,6.01855E-05
587,9.48719E-01,5.47261E-01,5.96415E-05
587,9.48214E-01,5.45671E-01,5.91026E-05
587,9.47702E-01,5.44080E-01,5.85688E-05
587,9.47182E-01,5.42488E-01,5.80401E-05
587,9.46654E-01,5.40896E-01,5.75163E-05
587,9.46118E-01,5.39302E-01,5.69975E-05
587,9.45574E-01,5.37707E-01,5.64836E-05
587,9.45023E-01,5.36112E-01,5.59746E-05
587,9.44464E-01,5.34515E-01,5.54704E-05
588,9.43898E-01,5.32917E-01,5.49709E-05
588,9.43325E-01,5.31318E-01,5.44761E-05
588,9.42745E-01,5.29718E-01,5.39860E-05
588,9.42158E-01,5.28117E-01,5.35005E-05
588,9.41563E-01,5.26515E-01,5.30196E-05
588,9.40962E-01,5.24912E-01,5.25432E-05
588,9.40355E-01,5.23308E-01,5.20713E-05
588,9.39740E-01,5.21703E-01,5.16039E-05
588,9.39119E-01,5.20096E-01,5.11408E-05
588,9.38492E-01,5.18488E-01,5.06821E-05
588,9.37859E-01,5.16879E-01,5.02278E-05
589,9.37219E-01,5.15269E-01,4.97777E-05
589,9.36573E-01,5.13658E-01,4.93318E-05
589,9.35921E-01,5.12045E-01,4.88901E-05
589,9.35264E-01,5.10432E-01,4.84526E-05
589,9.34600E-01,5.08817E-01,4.80192E-05
589,9.33931E-01,5.07201E-01,4.75898E-05
589,9.33257E-01,5.05583E-01,4.71645E-05
589,9.32577E-01,5.03965E-01,4.67432E-05
589,9.31891E-01,5.02345E-01,4.63258E-05
590,9.31201E-01,5.00724E-01,4.59123E-05
590,9.30505E-01,4.99101E-01,4.55027E-05
590,9.29804E-01,4.97477E-01,4.50970E-05
590,9.29098E-01,4.95853E-01,4.46950E-05
590,9.28388E-01,4.94226E-01,4.42968E-05
590,9.27673E-01,4.92599E-01,4.39024E-05
590,9.26953E-01,4.90970E-01,4.35116E-05
590,9.26228E-01,4.89340E-01,4.31245E-05
590,9.25499E-01,4.87709E-01,4.27410E-05
590,9.24765E-01,4.86077E-01,4.23611E-05
590,9.24026E-01,4.84444E-01,4.19848E-05
591,9.23283E-01,4.82810E-01,4.16119E-05
591,9.22536E-01,4.81175E-01,4.12426E-05
591,9.21783E-01,4.79540E-01,4.08767E-05
591,9.21026E-01,4.77904E-01,4.05142E-05
591,9.20264E-01,4.76268E-01,4.01551E-05
591,9.19498E-01,4.74631E-01,3.97994E-05
591,9.18727E-01,4.72994E-01,3.94469E-05
591,9.17951E-01,4.71356E-01,3.90978E-05
591,9.17171E-01,4.69719E-01,3.87519E-05
592,9.16386E-01,4.68081E-01,3.84092E-05
592,9.15596E-01,4.66443E-01,3.80697E-05
592,9.14802E-01,4.64805E-01,3.77334E-05
592,9.14003E-01,4.63167E-01,3.74002E-05
592,9.13199E-01,4.61530E-01,3.70701E-05
592,9.12391E-01,4.59893E-01,3.67431E-05
592,9.11578E-01,4.58256E-01,3.64191E-05
592,9.10760E-01,4.56619E-01,3.60981E-05
592,9.09938E-01,4.54983E-01,3.57801E-05
592,9.09111E-01,4.53348E-01,3.54651E-05
592,9.08279E-01,4.51713E-01,3.51530E-05
593,9.07443E-01,4.50079E-01,3.48438E-05
593,9.06602E-01,4.48446E-01,3.45374E-05
593,9.05756E-01,4.46813E-01,3.42339E-05
593,9.04905E-01,4.45182E-01,3.39332E-05
593,9.04050E-01,4.43551E-01,3.36353E-05
593,9.03191E-01,4.41921E-01,3.33401E-05
593,9.02326E-01,4.40293E-01,3.30477E-05
593,9.01457E-01,4.38666E-01,3.27580E-05
593,9.00583E-01,4.37040E-01,3.24710E-05
594,8.99705E-01,4.35415E-01,3.21866E-05
594,8.98822E-01,4.33792E-01,3.19049E-05
594,8.97934E-01,4.32170E-01,3.16257E-05
594,8.97042E-01,4.30550E-01,3.13492E-05
594,8.96145E-01,4.28931E-01,3.10752E-05
594,8.95243E-01,4.27314E-01,3.08037E-05
594,8.94336E-01,4.25698E-01,3.05347E-05
594,8.93425E-01,4.24085E-01,3.02682E-05
594,8.92510E-01,4.22473E-01,3.00042E-05
594,8.91589E-01,4.20863E-01,2.97426E-05
594,8.90664E-01,4.19255E-01,2.94834E-05
595,8.89735E-01,4.17649E-01,2.92266E-05
595,8.88800E-01,4.16045E-01,2.89722E-05
595,8.87861E-01,4.14443E-01,2.87201E-05
595,8.86918E-01,4.12843E-01,2.84703E-05
595,8.85969E-01,4.11246E-01,2.82228E-05
595,8.85016E-01,4.09650E-01,2.79776E-05
595,8.84059E-01,4.08057E-01,2.77347E-05
595,8.83097E-01,4.06467E-01,2.74940E-05
595,8.82131E-01,4.04878E-01,2.72555E-05
596,8.81160E-01,4.03292E-01,2.70192E-05
596,8.80185E-01,4.01708E-01,2.67850E-05
596,8.79205E-01,4.00127E-01,2.65530E-05
596,8.78222E-01,3.98548E-01,2.63232E-05
596,8.77234E-01,3.96971E-01,2.60954E-05
596,8.76242E-01,3.95396E-01,2.58697E-05
596,8.75247E-01,3.93824E-01,2.56461E-05
596,8.74247E-01,3.92254E-01,2.54246E-05
596,8.73244E-01,3.90687E-01,2.52051E-05
596,8.72237E-01,3.89122E-01,2.49875E-05
596,8.71226E-01,3.87559E-01,2.47720E-05
597,8.70211E-01,3.85999E-01,2.45584E-05
597,8.69193E-01,3.84441E-01,2.43468E-05
597,8.68171E-01,3.82885E-01,2.41372E-05
597,8.67146E-01,3.81332E-01,2.39294E-05
597,8.66117E-01,3.79782E-01,2.37235E-05
597,8.65085E-01,3.78233E-01,2.35196E-05
597,8.64050E-01,3.76688E-01,2.33174E-05
597,8.63012E-01,3.75144E-01,2.31171E-05
597,8.61970E-01,3.73603E-01,2.29187E-05
598,8.60925E-01,3.72065E-01,2.27220E-05
598,8.59878E-01,3.70529E-01,2.25272E-05
598,8.58827E-01,3.68995E-01,2.23341E-05
598,8.57773E-01,3.67464E-01,2.21428E-05
598,8.56717E-01,3.65936E-01,2.19532E-05
598,8.55658E-01,3.64410E-01,2.17653E-05
598,8.54596E-01,3.62886E-01,2.15791E-05
598,8.53531E-01,3.61365E-01,2.13947E-05
598,8.52464E-01,3.59847E-01,2.12119E-05
598,8.51394E-01,3.58331E-01,2.10308E-05
598,8.50322E-01,3.56817E-01,2.08513E-05
599,8.49248E-01,3.55306E-01,2.06734E-05
599,8.48171E-01,3.53798E-01,2.04972E-05
599,8.47091E-01,3.52293E-01,2.03225E-05
599,8.46010E-01,3.50789E-01,2.01494E-05
599,8.44926E-01,3.49289E-01,1.99779E-05
599,8.43840E-01,3.47791E-01,1.98080E-05
599,8.42752E-01,3.46296E-01,1.96396E-05
599,8.41663E-01,3.44803E-01,1.94727E-05
599,8.40571E-01,3.43313E-01,1.93073E-05
600,8.39477E-01,3.41826E-01,1.91434E-05
600,8.38381E-01,3.40341E-01,1.89810E-05
600,8.37284E-01,3.38859E-01,1.88201E-05
600,8.36185E-01,3.37379E-01,1.86606E-05
600,8.35084E-01,3.35903E-01,1.85025E-05
600,8.33982E-01,3.34429E-01,1.83459E-05
600,8.32878E-01,3.32957E-01,1.81907E-05
600,8.31773E-01,3.31489E-01,1.80369E-05
600,8.30666E-01,3.30023E-01,1.78844E-05
600,8.29557E-01,3.28560E-01,1.77334E-05
600,8.28446E-01,3.27100E-01,1.75837E-05
601,8.27333E-01,3.25642E-01,1.74353E-05
601,8.26218E-01,3.24188E-01,1.72883E-05
601,8.25100E-01,3.22737E-01,1.71426E-05
601,8.23981E-01,3.21288E-01,1.69982E-05
601,8.22859E-01,3.19843E-01,1.68551E-05
601,8.21735E-01,3.18401E-01,1.67133E-05
601,8.20608E-01,3.16962E-01,1.65728E-05
601,8.19478E-01,3.15525E-01,1.64335E-05
601,8.18346E-01,3.14093E-01,1.62955E-05
602,8.17211E-01,3.12663E-01,1.61587E-05
602,8.16073E-01,3.11237E-01,1.60231E-05
602,8.14932E-01,3.09814E-01,1.58888E-05
602,8.13788E-01,3.08394E-01,1.57556E-05
602,8.12641E-01,3.06977E-01,1.56237E-05
602,8.11491E-01,3.05564E-01,1.54929E-05
602,8.10338E-01,3.04155E-01,1.53633E-05
602,8.09181E-01,3.02748E-01,1.52348E-05
602,8.08020E-01,3.01345E-01,1.51075E-05
602,8.06856E-01,2.99946E-01,1.49813E-05
602,8.05689E-01,2.98550E-01,1.48563E-05
603,8.04518E-01,2.97158E-01,1.47323E-05
603,8.03343E-01,2.95769E-01,1.46095E-05
603,8.02164E-01,2.94384E-01,1.44878E-05
603,8.00981E-01,2.93003E-01,1.43671E-05
603,7.99794E-01,2.91625E-01,1.42476E-05
603,7.98603E-01,2.90251E-01,1.41290E-05
603,7.97408E-01,2.88881E-01,1.40116E-05
603,7.96209E-01,2.87514E-01,1.38952E-05
603,7.95005E-01,2.86151E-01,1.37798E-05
604,7.93797E-01,2.84792E-01,1.36654E-05
604,7.92585E-01,2.83436E-01,1.35521E-05
604,7.91368E-01,2.82085E-01,1.34398E-05
604,7.90146E-01,2.80737E-01,1.33284E-05
604,7.88920E-01,2.79393E-01,1.32181E-05
604,7.87689E-01,2.78053E-01,1.31087E-05
604,7.86453E-01,2.76717E-01,1.30003E-05
604,7.85212E-01,2.75385E-01,1.28928E-05
604,7.83967E-01,2.74057E-01,1.27863E-05
604,7.82716E-01,2.72733E-01,1.26808E-05
604,7.81460E-01,2.71413E-01,1.25762E-05
605,7.80200E-01,2.70096E-01,1.24725E-05
605,7.78933E-01,2.68784E-01,1.23697E-05
605,7.77662E-01,2.67476E-01,1.22678E-05
605,7.76385E-01,2.66172E-01,1.21668E-05
605,7.75103E-01,2.64872E-01,1.20667E-05
605,7.73816E-01,2.63576E-01,1.19675E-05
